problem_id,problem_text,answer
3577,"Рейтинговое агентство определяет рейтинг электрических фенов для волос на основе средней цены $P$ (в рублях), а также показателей функциональности $F$, качества $Q$ и дизайна $D$. Рейтинг $R$ вычисляется по формуле

 \[R=3\left(F+Q\right)+D-0,01P.\]
В таблице даны цены и показатели четырёх моделей фенов.


\vspace{\baselineskip}

\hyphenpenalty=10000
\begin{tabular}{|C|C|C|C|C|} \hline
Модель фена & Средняя цена & Функциональность & Качество & Дизайн \\ \hline
А & 1800 & 4 & 2 & 2 \\ \hline
Б & 1500 & 3 & 3 & 1 \\ \hline
В & 1300 & 3 & 1 & 2 \\ \hline
Г & 1100 & 2 & 3 & 2 \\ \hline
\end{tabular}
\vspace{\medskip}



 Найдите наименьший рейтинг фена из представленных в таблице моделей.",1
5234,Найдите корень уравнения $4\strut^{- 5 + x} =16$.,7
8439,"Установка двух счётчиков воды (холодной и горячей) стоит 3900 рублей. До установки счётчиков за воду платили 1000 рублей ежемесячно. После установки счётчиков ежемесячная оплата воды стала составлять 800 рублей. Через какое наименьшее количество месяцев экономия по оплате воды превысит затраты на установку счётчиков, если тарифы на воду не изменятся?",20
2375,"Найдите значение выражения $\dfrac{18}{11} :\dfrac{9}{22} +2,7$.",6.7
7510,"Среднее квадратичное трёх чисел $a$, $b$ и $c$ вычисляется по формуле $q=\sqrt{\dfrac{a^{2} +b^{2} +c^{2} }{3} } $. Найдите среднее квадратичное чисел $\sqrt{11} $, 4 и 9.",6
7767,"Зная длину своего шага, человек может приближённо подсчитать пройденное им расстояние $s$ по формуле $s=nl$, где $n$ --- число шагов, $l$ --- длина шага. Какое расстояние прошёл человек, если $l=70$ см, $n=1500$? Ответ дайте в~метрах.",1050
1422,"Вычеркните в числе 30239545 три цифры так, чтобы получившееся число делилось на 22. В ответе укажите какое-нибудь одно получившееся число.",02354; 30394; 30954
7093,"Среди всех выпускников школы 30 человек собираются учиться в технических вузах, и они составляют 40\% от числа всех выпускников. Сколько в~этой школе выпускников?",75
5974,Найдите значение выражения $\dfrac{4\strut^{3} }{4\strut^{2} \cdot 4\strut^{- 1} } $.,16
10978,"В параллелограмме $ABCD$ известно, что $AB=9$, $AC=BD=41$. Найдите площадь параллелограмма.",360
5129,"Установите соответствие между величинами и их возможными значениями: к каждому элементу первого столбца подберите соответствующий элемент из второго столбца.

\vspace{\medskip}

\begin{center}
\hyphenpenalty=10000
\begin{tabular}{>{\raggedright\arraybackslash}p{8cm}p{5cm}}  
ВЕЛИЧИНЫ & ЗНАЧЕНИЯ \\ 
А) объём ящика комода & 1) 0,75 л \\
Б) объём воды в Каспийском море & 2) 78~200 км^{3} \\
В) объём пакета ряженки & 3) 96 л \\ 
Г) объём железнодорожного вагона & 4) 90 м^{3} \\ 
\end{tabular}\end{center}



В таблице под каждой буквой, соответствующей величине, укажите номер её возможного значения.

\vspace{\medskip}

\begin{tabular}{|c|c|c|c|} \hline
А & Б & В & Г \\ \hline
 &  &  &  \\ \hline
\end{tabular}",3214
2858,Найдите значение выражения $6\cdot 10 +5\cdot 10^{-1} +3\cdot 10^{2} $.,360.5
5806,Найдите значение выражения $\dfrac{5\strut^{- 6} \cdot 5\strut^{3} }{5\strut^{- 5} } $.,25
4707,"Когда какая-нибудь кошка идёт по забору, пёс Шарик, живущий в будке возле дома, обязательно лает. Выберите утверждения, которые верны при приведённом условии.

\begin{center}
\begin{tabularx}{\textwidth}{p{0.1cm}X} 
1) & Если Шарик не лает, значит, по забору идёт кошка.\\ 
2) & Если Шарик молчит, значит, кошка по забору не идёт.\\ 
3) & Если по забору идёт чёрная кошка, Шарик не лает.\\ 
4) & Если по забору пойдёт белая кошка, Шарик будет лаять.\\ 
\end{tabularx}
\end{center}

В ответе запишите номера выбранных утверждений без пробелов, запятых и~других дополнительных символов.",24
10681,"В конце четверти Петя выписал подряд все свои отметки по одному из предметов, их оказалось 5, и поставил между некоторыми из них знаки умножения. Произведение получившихся чисел оказалось равным 690. Какая отметка выходит у Пети в четверти по этому предмету, если учитель ставит только отметки «2», «3», «4» или «5» и итоговая отметка в четверти является средним арифметическим всех текущих отметок, округлённая по правилам округления? (Например, 3,2 округляется до 3; 4,5~--- до 5; а 2,8~--- до 3.)",3
5138,"На автозаправке клиент отдал кассиру 1000~рублей и залил в бак 28~литров бензина. Цена бензина 30,5~рубля за~литр. Сколько~рублей сдачи должен получить клиент?",146
4095,"Мощность постоянного тока (в~ваттах) вычисляется по формуле $P=I^{2} R$, где $I$~--- сила тока (в~амперах), $R$~--- сопротивление (в~омах). Пользуясь этой формулой, найдите~$P$ (в~ваттах), если $R=9$~Ом и $I=8,5$~А.",650.25
5872,Найдите значение выражения $\dfrac{4\strut^{10} }{2\strut^{11} } $.,512
11675,"В параллелограмме $ABCD$ диагонали являются биссектрисами его углов, $AB=39$, $AC=30$. Найдите $BD$.",1080
13620,"Первый насос наполняет бак за 12 минут, второй~--- за 54 минуты, а третий~--- за 1 час 48 минут. За сколько минут наполнят бак три насоса, работая одновременно?",9
4931,В среднем за день во время конференции расходуется 60~пакетиков чая. Конференция длится 9~дней. В пачке чая 50~пакетиков. Какого наименьшего количества пачек чая хватит на~все дни конференции?,11
2543,Найдите значение выражения $\left(1\dfrac{5}{6} +\dfrac{3}{5} \right)\cdot 24$.,58.4
3123,Найдите значение выражения $\left(2\sqrt{2} -4\right)\cdot \left(2\sqrt{2} +4\right)$.,-8
5444,"Маша, Настя, Толя, Ренат и~Максим бросили жребий~--- кому начинать игру. Найдите вероятность того, что начинать игру должен будет не Настя.",0.8
5741,"Найдите значение выражения $5,4\cdot5,5+3,7$.",33.4
8118,Для приготовления маринада для~огурцов на~1 литр воды требуется 7~г лимонной кислоты. Лимонная кислота продается в~пакетиках по~5~г. Какое наименьшее число пакетиков нужно купить хозяйке для~приготовления 7~литров маринада?,10
4660,"В соревнованиях по метанию молота участники показали следующие результаты:

\begin{table}[h]
\begin{center}
\begin{tabular}{|c|c|c|c|c|c|c|} \hline
\multirow{}{}{Спортсмен}&\multicolumn{6}{c|}{Результат попытки, м}\\ \cline{2-7}
&I&II&III&IV&V&VI\\ \hline
Ванин & 49 & 50,5 & 50 & 51 & 51 & 49,5 \\ \hline
Авдиенко & 51 & 52,5 & 49,5 & 50 & 52 & 51,5 \\ \hline
Касаткин & 50,5 & 50 & 49 & 51,5 & 51 & 51,5 \\ \hline
Никонов & 52 & 51 & 52 & 50,5 & 51,5 & 51 \\ \hline
\end{tabular}
\end{center}
\end{table}


Места распределяются по результатам лучшей попытки каждого спортсмена: чем дальше он метнул молот, тем лучше.

Какое место занял спортсмен Авдиенко?",1
5976,Найдите значение выражения $\dfrac{2\strut^{5} }{2\strut^{3} \cdot 2\strut^{- 1} } $.,8
8928,"В фирме такси в наличии 20 легковых автомобилей: 11 из них чёрного цвета с жёлтыми надписями на боках, остальные~--- жёлтого цвета с чёрными надписями. Найдите вероятность того, что на случайный вызов приедет машина жёлтого цвета с чёрными надписями.",0.45
5337,"При производстве в среднем на~каждые 475 исправных  насосов приходится 25 неисправных. Найдите вероятность того, что случайно выбранный насос окажется исправным.",0.95
3081,Найдите значение выражения $\dfrac{5}{7} \sqrt{18} \cdot \sqrt{98}$.,30
5916,"Найдите значение выражения $\dfrac{2,4\cdot 10\strut^{2} }{6\cdot 10\strut^{-1} } $.",400
6177,"Найдите трёхзначное число, кратное 30, все цифры которого различны, а~сумма квадратов цифр делится на~4, но~не делится на~16. В ответе укажите какое-нибудь одно такое число.",240; 420
1401,"Вычеркните в числе 53164018 три цифры так, чтобы получившееся число делилось на 15. В ответе укажите какое-нибудь одно получившееся число.",53160; 53640
12287,"Ускорение тела (в м/с$^{2} $) при равномерном движении по окружности можно вычислить по формуле $a=\omega ^{2} R$, где $\omega $~--- угловая скорость вращения (в с$^{-1} $), а $R$~--- радиус окружности (в метрах). Пользуясь этой формулой, найдите $a$ (в м/с$^{2} $), если $R=0,5$ м и $\omega =16$ с$^{-1} $.",128
956,"Найдите корень уравнения $6-4x=\; -9x-5$.

 \textbf{}",-2.2
9614,"Цифры четырёхзначного числа, кратного 5, записали в обратном порядке и получили второе четырёхзначное число. Затем из исходного числа вычли второе и получили 4626. В ответе укажите какое-нибудь одно такое исходное число.",9705; 9815; 9925
6886,Число посетителей сайта увеличилось за~месяц втрое. На~сколько процентов увеличилось число посетителей сайта за~этот месяц?,200
6137,"Найдите четырёхзначное число, кратное 33, все цифры которого различны и~нечётны. В ответе укажите какое-нибудь одно такое число.",3597; 3795; 5379; 5973; 7359; 7953; 9537; 9735
12202,"На 6 карточках написаны цифры 3; 6; 7; 7; 8; 9 (по одной цифре на каждой карточке). В выражении $$\Box+\Box\Box+\Box\Box\Box$$ вместо каждого квадратика положили карточку из набора. Оказалось, что полученная сумма делится на 20. В ответе укажите какую-нибудь одну такую сумму.",760; 940
10384,Только 80\% из 25~000 выпускников города правильно решили задачу~№~1. Сколько выпускников из этого города правильно решили задачу~№~1?,20000
8993,"Каждому из четырёх неравенств в левом столбце соответствует одно из решений из правого столбца. Установите соответствие между неравенствами и их решениями.
\begin{center}
\renewcommand{\arraystretch}{2}
\begin{tabular}{ll} 
\multicolumn{1}{c}{НЕРАВЕНСТВА} & \multicolumn{1}{c}{РЕШЕНИЯ} \\  
А) $\log _{4} x>0$ & 1) $\left(-\infty ;1\right)\cup \left(5;+\infty \right)$ \\
Б) $4\strut^{-x+7} >16$ & 2) $\left(1;+\infty \right)$ \\
В) $\dfrac{x-1}{x-5} <0$ & 3) $\left(1;5\right)$ \\
Г) $\dfrac{1}{\left(x-5\right)\left(x-1\right)} >0$ & 4) $\left(-\infty ;5\right)$ \\  
\end{tabular}
\end{center}

Впишите в приведённую в ответе таблицу под каждой буквой соответствующую цифру.

\vspace{\baselineskip}\begin{tabular}{|*{4}{C|}} \hline А & Б & В & Г \\ \hline & & &  \\ \hline\end{tabular}",2431
3664,"В начале года число абонентов телефонной компании «Восток» составляло 500 тыс. человек, а в конце года их стало 575 тыс. человек. На сколько процентов увеличилось за год число абонентов этой компании?",15
11920,"Найдите значение выражения $7,6:\dfrac{19}{12} $.",4.8
458,"В мужском общежитии института в каждой комнате можно поселить не более трёх человек. Какое наименьшее количество комнат нужно для поселения 79 иногородних студентов?

 \textbf{}",27
12914,"В сосуд, содержащий $5$~литров $14$-процентного водного раствора некоторого вещества, добавили $5$~литров воды. Сколько процентов составляет концентрация получившегося раствора?",7
4817,В пачке 500~листов бумаги формата А4. За неделю в офисе расходуется 800~листов. Какого наименьшего количества пачек бумаги хватит на 7~недель?,12
8569,"Решите уравнение $x^{2} -9=0$. Если уравнение имеет более одного корня, в ответе укажите меньший из них.",-3
5435,"В сборнике билетов по~химии всего 15 билетов, в~6 из~них встречается вопрос по~теме ""Соли"". Найдите вероятность того, что в~случайно выбранном на~экзамене билете школьнику достанется вопрос по~теме ""Соли"".",0.4
3567,"Независимая экспертная лаборатория определяет рейтинг мясорубок на основе коэффициента ценности, равного 0,01 средней цены $P$ (в рублях), показателей функциональности $F$, качества $Q$ и дизайна $D$. Рейтинг $R$ вычисляется по формуле

\[R=3\left(F+Q\right)+D-0,01P.\]
В таблице даны цены и показатели четырёх моделей мясорубок.


\vspace{\baselineskip}

\begin{tabularx}{\textwidth}{|>{\centering\arraybackslash\hsize=1.1\hsize}X|>{\centering\arraybackslash\hsize=1.1\hsize}X|>{\centering\arraybackslash\hsize=0.8\hsize}X|C|C|} \hline
Модель мясорубки & Цена мясорубки\newline (руб.~за~шт.) & Функцио\-нальность & Качество & Дизайн \\ \hline
А & 4700 & 2 & 4 & 0 \\ \hline
Б & 2300 & 1 & 2 & 0 \\ \hline
В & 5400 & 2 & 4 & 2 \\ \hline
Г & 3700 & 3 & 1 & 2 \\ \hline
\end{tabularx}
\vspace{\medskip}
\hyphenpenalty=50


Найдите наивысший рейтинг мясорубки из представленных в таблице моделей.",-14
12094,"В магазине квас на разлив можно купить в бутылках, причём стоимость кваса в бутылке складывается из стоимости самой бутылки и кваса, налитого в неё. Цена бутылки не зависит от её объёма. Бутылка кваса объёмом 1~литр стоит 36 рублей, объёмом 2 литра~--- 66 рублей. Сколько рублей будет стоить бутылка кваса объёмом 1,5 литра?",51
8127,Для приготовления маринада для~огурцов на~1 литр воды требуется 15~г лимонной кислоты. Лимонная кислота продается в~пакетиках по~15~г. Какое наименьшее число пакетиков нужно купить хозяйке для~приготовления 5~литров маринада?,5
3425,"Интернет-провайдер предлагает три тарифных плана.

\vspace{\baselineskip}

\hyphenpenalty=10000
\begin{tabularx}{\textwidth}{|C|>{\centering\arraybackslash}X|>{\centering\arraybackslash}X|} \hline
Тарифный план & Абонентская плата & Плата за трафик \\ \hline
План ""0"" & Нет & 2~руб. за 1~Мбайт \\ \hline
План ""200"" & 204~руб. за 200~Мбайт\newline трафика в~месяц & 1,2~руб. за 1~Мбайт\newline сверх 200~Мбайт \\ \hline
План ""800"" & 672~руб. за 800~Мбайт\newline трафика в~месяц & 0,5~руб. за 1~Мбайт\newline сверх 800~Мбайт \\ \hline
\end{tabularx}
\vspace{\medskip}

Пользователь предполагает, что его трафик составит 700~Мбайт в месяц, и исходя из этого выбирает наиболее дешёвый тарифный план. Сколько рублей должен будет заплатить пользователь за месяц, если его трафик действительно будет равен 700~Мбайт?",672
3210,Найдите значение выражения $6\strut^{\log_{6} 5+2}$.,180
4437,Найдите значение выражения $\sqrt{20} \cdot \sqrt{5} $.,10
5954,"В обменном пункте можно совершить одну из двух операций:

\begin{itemize}
\item  за 5 золотых монет получить 7 серебряных и одну медную;

\item  за 10 серебряных монет получить 7 золотых и одну медную.
\end{itemize}

У Николая были только серебряные монеты. После нескольких посещений обменного пункта серебряных монет у него стало меньше, золотых не появилось, зато появилось 60 медных. На сколько уменьшилось количество серебряных монет у Николая?",5
6927,"Найдите значение выражения $\dfrac{4,7-1,4}{7,5}$.",0.44
2629,Найдите значение выражения $\left(5\dfrac{4}{9} -3\right):\dfrac{1}{36}$.,88
4056,"Площадь трапеции вычисляется по формуле $S=\dfrac{a+b}{2} \cdot h$, где $a$ и $b$~--- основания трапеции, $h$~--- её высота. Пользуясь этой формулой, найдите~$S$, если $a=5$, $b=3$ и $h=6$.",24
11914,Найдите значение выражения $\dfrac{23}{24} -\dfrac{5}{24} $.,0.75
5379,"В среднем из~600 садовых насосов, поступивших в~продажу, 3 подтекают. Найдите вероятность того, что один случайно выбранный для контроля насос не подтекает.",0.005
4430,Найдите значение выражения $\dfrac{\log _{7} \left(11\strut^{6} \right)}{2\log _{7} 11} $.,3
11882,"В доме восемнадцать квартир с номерами от 1 до 18. В каждой квартире живёт не менее одного и не более трёх человек. В квартирах с 1-й по 13-ю включительно живёт суммарно 15 человек, а в квартирах с 11-й по 18-ю живёт суммарно 20 человек. Сколько всего человек живёт в этом доме?",30
5338,"При производстве в среднем на~каждые 180 исправных насосов приходится 20 неисправных. Найдите вероятность того, что случайно выбранный насос окажется исправным.",0.9
2570,Найдите значение выражения $\left(\dfrac{1}{20} +\dfrac{11}{8} \right)\cdot \dfrac{18}{5}$.,5.13
5886,Найдите значение выражения $\dfrac{2\strut^{7} \cdot 5\strut^{6} }{10\strut^{5} } $.,20
7455,"Магазин делает пенсионерам скидку. Батон хлеба стоит в магазине 15~рублей, а пенсионер заплатил за него 13~рублей 80~копеек. Сколько процентов составила скидка для пенсионера?",8
8487,Для покраски 1 кв. м потолка требуется 290 г краски. Краска продаётся в банках по 3 кг. Какое наименьшее количество банок краски нужно купить для покраски потолка площадью 36 кв. м?,4
3693,Футболка стоила~500 рублей. После снижения цены она стала стоить 390~рублей. На сколько процентов была снижена цена футболки?,22
10666,"Из книги выпало несколько идущих подряд листов. Номер последней страницы перед выпавшими листами~--- 352, номер первой страницы после выпавших листов записывается теми же цифрами, но в другом порядке. Сколько листов выпало?",85
4348,Найдите значение выражения $\dfrac{4\sqrt{75} }{\sqrt{3} } $.,20
4375,"Найдите значение выражения $\log_{3} 1,8+\log_{3} 5$.",2
9611,"Цифры четырёхзначного числа, кратного 5, записали в обратном порядке и получили второе четырёхзначное число. Затем из исходного числа вычли второе и получили 3456. В ответе укажите какое-нибудь одно такое исходное число.",9065; 9175; 9285; 9395
9393,"Строительный подрядчик планирует купить 10~тонн облицовочного кирпича у одного из трёх поставщиков. Один кирпич весит 5~кг. Цена кирпича и условия доставки всей покупки приведены в таблице.

\begin{center}
\begin{tabular}{|c|c|c|c|} \hline
Поставщик & Цена кирпича & Стоимость & Специальные \\
& (руб. за шт.)&доставки (руб.)&условия\\\hline
А & 47 & 9000 & Нет \\\hline
Б & 52 & 8500 & Доставка бесплатно, \\ 
 &&& если сумма заказа \\ 
 &&& превышает 100\,000~руб. \\\hline
В & 61 & 6000 & Доставка со скидкой 50\%, \\ 
 &&& если сумма заказа \\ 
 &&& превышает 120\,000~руб.\\\hline
\end{tabular}
\end{center}

Во сколько рублей обойдётся наиболее дешёвый вариант покупки с доставкой?",103000
2987,"Перевести температуру из шкалы Фаренгейта в шкалу Цельсия позволяет формула $t_{C} =\dfrac{5}{9} \left(t_{F} -32\right)$, где $t_{C}$ --- температура в градусах по шкале Цельсия, $t_{F}$ --- температура в градусах по шкале Фаренгейта. Скольким градусам по шкале Цельсия соответствует 86 градусов по шкале Фаренгейта?",30
9498,"В трёх салонах сотовой связи один и тот же смартфон продаётся в кредит на разных условиях. Условия приведены в таблице. 

\begin{center}
\begin{tabular}{|c|c|c|c|c|} \hline
Салон & Цена & Первоначальный & Срок & Сумма \\ 
 & смартфона & взнос & кредита & ежемесячного \\
 & (руб.)&(в \% от цены) & (мес.)& платежа (руб.)\\\hline
Эпсилон & 8100 & 30 & 6 & 1440 \\\hline
Дельта & 8200 & 10 & 12 & 840 \\\hline
Омикрон & 9600 & 15 & 12 & 800 \\\hline
\end{tabular}
\end{center}

Определите, в каком из салонов покупка обойдётся дешевле всего (с учётом переплаты). В ответ запишите эту сумму в рублях.",10900
7783,"Чтобы перевести температуру из шкалы Цельсия в шкалу Фаренгейта, пользуются формулой $t_{F} =1,8t_{C} +32$, где $t_{C} $ --- температура в градусах по шкале Цельсия, $t_{F} $ --- температура в градусах по шкале Фаренгейта. Скольким градусам по шкале Фаренгейта соответствует 29 градусов по шкале Цельсия?",84.2
2634,Найдите значение выражения $\left(2\dfrac{3}{7} -2\right):\dfrac{1}{14}$.,6
4260,"Площадь треугольника со сторонами~$a$, $b$, $c$ можно найти по формуле Герона $S=\sqrt{p\left(p-a\right)\left(p-b\right)\left(p-c\right)} $, где $p=\dfrac{a+b+c}{2} $. Найдите площадь треугольника,\rule{0pt}{14pt} если длины его сторон равны 25, 51, 74.",300
8558,"Решите уравнение $x^{2} +3x-18=0$. Если уравнение имеет более одного корня, в ответе укажите больший из них.",3
9771,"Найдите значение выражения $30,71:\left(9\dfrac{1}{5} -\dfrac{9}{10} \right)$.",3.7
4726,"В фирме работают 100 человек, из них 70 человек знают португальский язык, а 50~--- французский. Выберите утверждения, которые верны при указанных условиях.

\begin{center}
\begin{tabularx}{\textwidth}{p{0.1cm}X}  
1) & В этой фирме хотя бы пять человек знают и португальский, и французский языки. \\ 
2) & Нет ни одного человека в этой фирме, знающего и португальский, и французский языки. \\ 
3) & Если человек из этой фирмы знает португальский язык, то он знает и французский. \\ 
4) & Не более 50 человек из этой фирмы знают и португальский, и французский языки. \\ 
\end{tabularx}\end{center}

В ответе запишите номера выбранных утверждений без пробелов, запятых и~других дополнительных символов.",14
4926,В среднем за день во время конференции расходуется 80~пакетиков чая. Конференция длится 8~дней. В пачке чая 100~пакетиков. Какого наименьшего количества пачек чая хватит на~все дни конференции?,7
5333,"В соревнованиях по метанию молота участники показали следующие результаты:


\begin{table}[h]
\begin{center}
\begin{tabular}{|c|c|c|c|c|c|c|} \hline
\multirow{}{}{Спортсмен}&\multicolumn{6}{c|}{Результат попытки, м}\\ \cline{2-7}
&I&II&III&IV&V&VI\\ \hline
Кузнецов & 54,5 & 53 & 55,5 & 53,5 & 54,5 & 55 \\ \hline
Летов & 55 & 56 & 54,5 & 55,5 & 56 & 54,5 \\ \hline
Минаков & 54 & 53 & 53,5 & 54 & 52,5 & 51,5 \\ \hline
Терпилов & 54,5 & 54 & 53 & 55 & 51,5 & 49 \\ \hline
\end{tabular}
\end{center}
\end{table}





Места распределяются по результатам лучшей попытки каждого спортсмена: чем дальше он метнул молот, тем лучше.

Каков результат лучшей попытки (в метрах) спортсмена, занявшего третье место?",55
7638,"Каждому из четырёх неравенств в левом столбце соответствует одно из решений в правом столбце. Установите соответствие между неравенствами и~их решениями.


\begin{center}
\hyphenpenalty=10000
\renewcommand{\arraystretch}{2}
\begin{tabularx}{\textwidth}{{>{\raggedright}X>{\raggedright\arraybackslash}X}} 
\multicolumn{1}{C}{НЕРАВЕНСТВА} & \multicolumn{1}{C}{РЕШЕНИЯ} \\
А) $\log _{4} x>1$ & 1) $\left(4;+ \infty \right)$ \\ 
Б) $\log _{4} x<-1$ & 2) $\left(0;4\right)$ \\ 
В) $\log _{4} x>-1$ & 3) $\left(\dfrac{1}{4} ;+ \infty \right)$ \\ 
Г) $\log _{4} x<1$ & 4) $\left(0;\dfrac{1}{4} \right)$ \\
\end{tabularx}\end{center}\vspace{\medskip}

Впишите в приведённую в ответе таблицу под каждой буквой соответствующий номер решения.

\vspace{\baselineskip}\begin{tabular}{|*{4}{C|}} \hline А & Б & В & Г \\ \hline & & & \\ \hline\end{tabular}\end{center}\vspace{\medskip}",1432
5352,"Научная конференция проводится в~3 дня. Всего запланировано 50 докладов: в~первый день~--- 18 докладов, остальные распределены поровну между вторым и~третьим днями. Порядок докладов определяется случайным образом. Какова вероятность, что доклад профессора М. окажется запланированным на последний день конференции?",0.32
4522,Найдите значение выражения $6\sqrt{3} \sin 420{}^\circ $.,9
1028,"Найдите корень уравнения $7^{2+x} \cdot 7^{4-5x} =\; \frac{1}{49}$ .

 \textbf{}",2
3695,Футболка стоила 400 рублей. После повышения цены она стала стоить 500 рублей. На сколько процентов была повышена цена футболки?,25
5923,"Хозяин договорился с рабочими, что они выкопают ему колодец на следующих условиях: за первый метр он заплатит им 4200 рублей, а за каждый следующий метр~--- на 1300 рублей больше, чем за предыдущий. Сколько рублей хозяин должен будет заплатить рабочим, если они выкопают колодец глубиной 11 метров?",117700
2381,"Найдите значение выражения $\dfrac{1}{7} :\left(-\dfrac{5}{21} \right)+4,6$.",4
4560,Найдите значение выражения $\log_{7} 686-\log_{7} 2$.,3
7252,"Государству принадлежит~35\% акций предприятия, остальные акции принадлежат частным лицам. Общая прибыль предприятия после уплаты налогов за~год составила 20~млн~рублей. Какая сумма из~этой прибыли должна пойти на~выплату частным акционерам? Ответ дайте в~миллионах рублей.",13
4548,Найдите значение выражения $\log _{2} \left(\log _{7} 49\right)$.,1
6856,Пачка сливочного масла стоит 50~рублей. Пенсионерам магазин делает скидку~10\%. Сколько рублей стоит пачка масла для пенсионера?,45
7465,"Магазин делает пенсионерам скидку. Батон хлеба стоит в магазине 15~рублей, а пенсионер заплатил за него 13~рублей 35~копеек. Сколько процентов составила скидка для пенсионера?",11
10088,"В таблице три столбца и несколько строк. В каждую клетку таблицы вписали по натуральному числу так, что сумма
всех чисел в первом столбце равна 103, во втором~--- 97, в третьем~--- 93, а сумма чисел в каждой строке больше 21, но меньше 24. Сколько всего строк в таблице?",13
4744,"При взвешивании животных в зоопарке выяснилось, что жираф тяжелее верблюда, верблюд тяжелее тигра, а леопард легче верблюда. Выберите утверждения, которые верны при указанных условиях.

\begin{center}\begin{tabularx}{\textwidth}{p{0.1cm}X}  
1) & Леопард тяжелее верблюда. \\ 
2) & Жираф тяжелее леопарда. \\ 
3) & Жираф легче тигра. \\ 
4) & Жираф самый тяжёлый из всех этих животных. \\ 
\end{tabularx}\end{center}

В ответе запишите номера выбранных утверждений без пробелов, запятых и~других дополнительных символов.",24
2850,Найдите значение выражения $3\cdot 10 +5\cdot 10^{2} +9\cdot 10^{3}$.,9530
2384,"Найдите значение выражения $\dfrac{2}{9} :\left(-\; \dfrac{1}{36} \right)+2,5$.",-5.5
10053,"Список заданий викторины состоял из 25 вопросов. За каждый правильный ответ ученик получал 5~очков, за неправильный ответ с него списывали 9~очков, а при отсутствии ответа давали 0~очков. Сколько верных ответов дал ученик, набравший 40~очков, если известно, что по крайней мере один раз он ошибся?",17
